title	city	hotels	hotels_price
程阳风雨桥周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
柳侯公园周边酒店	柳州	"柳州德明精品公寓(10号店), 山月宾馆(柳州柳邕店), 馨平宾馆(柳州航银路店), 柳州君祥民宿, 柳州大龙门宾馆, 柳州湘军宾馆, 柳州世冠大酒店, 柳州海上时尚宾馆"	"554, 49, 98, 51, 88, 46, 78, 101"
丹洲古城周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
融水苗寨周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
青秀湾农庄周边酒店	柳州	"柳城茂源商务宾馆, 柳城大酒店, 柳城游子王旅馆, 柳城美居宾馆, 柳城梦祥宾馆, 柳城鸿源商务宾馆, 柳州东方时尚宾馆, 柳城万福宾馆"	"118, 248, 49, 100, 68, 58, 113, 79"
柳侯祠周边酒店	柳州	"宜尚酒店(柳州柳南万达广场店), 柳州宝荣旅社, 柳州盛天宾馆, 柳州帝妮亚商务大酒店, 柳州桂族宾馆, 柳州美晨宾馆, 柳州泉茂源宾馆, 柳州德明精品公寓(10号店)"	"266, 60, 50, 45, 98, 92, 48, 554"
广西柳工周边酒店	柳州	"柳州富贵主题酒店, 柳州柳江聚龙宾馆, 柳州兴国宾馆, 北海安姐公寓, 柳州新世纪宾馆, 柳州黄家宾馆, 柳州红辉宾馆, 柳州森源宾馆"	"78, 52, 52, 488, 73, 59, 49, 94"
融水贝江周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
雀山公园周边酒店	柳州	"柳州西环大酒店, 柳州市鑫利商务宾馆, 柳州幸福里青年公寓, 柳州五菱宾馆, 柳州天龙大酒店, 柳州金港商务酒店, 柳州锦龙旅社, 优程八桂酒店(柳州北站步步高广场店)"	"88, 79, 28, 76, 65, 50, 38, 86"
柳州卷烟厂周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
雀儿山公园周边酒店	柳州	"柳州爱尚青旅, 柳州富力万达嘉华酒店, 七月青年旅社(柳州万达科大店), 汉庭酒店(柳州八一路店), 柳州三通旅馆, 大城小寓公寓(柳州阳光100城中万达店), 柳州盛君宾馆, 城市便捷酒店(柳州万达广场店)"	"60, 675, 29, 80, 28, 73, 49, 234"
立鱼峰周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
都乐公园周边酒店	柳州	"柳州尊皇祥兴大酒店, 柳州俪园公寓, 柳州唐女士特色民宿(柳石路分店), 柳江华怡宾馆, 明圆宾馆, 柳州天成大酒店, 柳州汇兴源宾馆, 柳州庆兴宾馆"	"88, 156, 32, 46, 100, 168, 61, 38"
红光大桥周边酒店	柳州	"汇源商务宾馆(柳州航岭路店), 沃顿商务大酒店(柳州柳南万达基隆店), 柳州舒适家庭公寓, 柳州瑞福大酒店, 柳州城南旅社, 柳州市银都宾馆, 宜尚酒店(柳州柳南万达广场店), 柳州宝荣旅社"	"61, 145, 488, 69, 50, 47, 266, 60"
龙宝大峡谷周边酒店	柳州	"融水弄富农庄, 融水鼓楼农家宾馆, 融水云居民宿"	"88, 128, 98"
龙虎潭漂流周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
鱼峰公园周边酒店	柳州	"柳州优客时尚宾馆, 柳江华怡宾馆, 明圆宾馆, 柳州天成大酒店, 柳州汇兴源宾馆, 柳州庆兴宾馆, 柳州隆福旅馆, 柳州豪富商务宾馆"	"90, 46, 100, 168, 61, 38, 61, 48"
江滨公园周边酒店	柳州	"柳州汇兴源宾馆, 柳州庆兴宾馆, 柳州隆福旅馆, 柳州豪富商务宾馆, 柳州富贵主题酒店, 柳州柳江聚龙宾馆, 柳州兴国宾馆, 北海安姐公寓"	"61, 38, 61, 48, 78, 52, 52, 488"
三江大侗寨周边酒店	柳州	"三江和谐家园公寓, 柳州柳州纯属意外公寓, 柳州乌鸦的木槿公寓(2号店), 三江侗乡国宾馆, 柳州小时光客栈福桥东路分店, 三江千百度精品酒店, 三江福禄山好旅酒店, 柳州小时光幸福客栈"	"191, 185, 78, 150, 38, 82, 246, 58"
碧云谷漂流周边酒店	柳州	"柳城茂源商务宾馆, 柳城大酒店, 柳城游子王旅馆, 柳城美居宾馆, 柳城梦祥宾馆, 柳城鸿源商务宾馆, 柳州东方时尚宾馆, 柳城万福宾馆"	"118, 248, 49, 100, 68, 58, 113, 79"
白莲洞周边酒店	柳州	"柳州盛景商务酒店, 柳州明净宾馆, 柳州尊皇祥兴大酒店, 柳州唐女士特色民宿(柳石路分店)"	"149, 110, 88, 32"
永济桥周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
东门城楼周边酒店	柳州	"柳州永兴宾馆, 汇源商务宾馆(柳州航岭路店), 沃顿商务大酒店(柳州柳南万达基隆店), 柳州舒适家庭公寓, 柳州瑞福大酒店, 柳州城南旅社, 柳州市银都宾馆, 宜尚酒店(柳州柳南万达广场店)"	"30, 61, 145, 488, 69, 50, 47, 266"
鹅山公园周边酒店	柳州	"沃顿商务大酒店(柳州柳南万达基隆店), 柳州舒适家庭公寓, 柳州瑞福大酒店, 宜尚酒店(柳州柳南万达广场店), 柳州帝妮亚商务大酒店, 柳州桂族宾馆, 柳州美晨宾馆, 柳州泉茂源宾馆"	"145, 488, 69, 266, 45, 98, 92, 48"
西来古寺周边酒店	柳州	"柳州城南旅社, 柳州市银都宾馆, 宜尚酒店(柳州柳南万达广场店), 柳州宝荣旅社, 柳州盛天宾馆, 柳州帝妮亚商务大酒店, 柳州桂族宾馆, 柳州美晨宾馆"	"50, 47, 266, 60, 50, 45, 98, 92"
都乐周边酒店	柳州	"柳州明净宾馆, 柳州尊皇祥兴大酒店, 柳州唐女士特色民宿(柳石路分店), 柳州庆兴宾馆, 柳州隆福旅馆"	"110, 88, 32, 38, 61"
银水侗寨周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
洛维观光农业区周边酒店	柳州	"柳州唐女士特色民宿(柳石路分店), 柳州悦享酒店, 柳州城南旅社, 柳州市银都宾馆, 柳州宝荣旅社, 柳州盛天宾馆, 柳州大龙门宾馆, 柳州湘军宾馆"	"32, 66, 50, 47, 60, 50, 88, 46"
龙潭周边酒店	柳州	"山月宾馆(柳州柳邕店), 馨平宾馆(柳州航银路店), 柳州君祥民宿, 柳州大龙门宾馆, 柳州湘军宾馆, 柳州世冠大酒店, 柳州海上时尚宾馆, 柳州建兴旅社"	"49, 98, 51, 88, 46, 78, 101, 88"
柳州沙塘周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
八桂奇石馆周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
胡志明故居周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
洛维观光园周边酒店	柳州	"柳州唐女士特色民宿(柳石路分店), 柳州悦享酒店, 柳州城南旅社, 柳州市银都宾馆, 柳州宝荣旅社, 柳州盛天宾馆, 柳州大龙门宾馆, 柳州湘军宾馆"	"32, 66, 50, 47, 60, 50, 88, 46"
张翀墓周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
马胖鼓楼周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
崖山周边酒店	柳州	"柳城茂源商务宾馆, 柳城大酒店, 柳城游子王旅馆, 柳城美居宾馆, 柳城梦祥宾馆, 柳城鸿源商务宾馆, 柳州东方时尚宾馆, 柳城万福宾馆"	"118, 248, 49, 100, 68, 58, 113, 79"
箭盘山奇石园周边酒店	柳州	"北海安姐公寓, 柳州森源宾馆, 柳州悦享酒店, 柳州国宾宾馆, 柳州金日商务宾馆, 柳州舒适家庭公寓, 柳州城南旅社, 柳州市银都宾馆"	"488, 94, 66, 53, 48, 488, 50, 47"
维新巷基督教礼拜堂周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
红茶沟森林公园周边酒店	柳州	"金桔子酒店(融安火车站店), 融安馨宁公寓, 柳州瑞登宾馆, 融安安城宾馆, 融安欧雅主题酒店, 柳州融安红楼大酒店, 融安九重天大酒店, 融安建安宾馆"	"48, 58, 69, 51, 148, 88, 112, 80"
柳州清真寺周边酒店	柳州	"柳州瑞福大酒店, 柳州城南旅社, 柳州市银都宾馆, 宜尚酒店(柳州柳南万达广场店), 柳州宝荣旅社, 柳州盛天宾馆, 柳州帝妮亚商务大酒店, 柳州桂族宾馆"	"69, 50, 47, 266, 60, 50, 45, 98"
灵泉寺周边酒店	柳州	"明圆宾馆, 柳州天成大酒店, 柳州汇兴源宾馆, 柳州庆兴宾馆, 柳州隆福旅馆, 柳州豪富商务宾馆, 柳州富贵主题酒店, 柳州柳江聚龙宾馆"	"100, 168, 61, 38, 61, 48, 78, 52"
大龙潭风景区周边酒店	柳州	"柳州俪园公寓, 柳州唐女士特色民宿(柳石路分店), 柳江华怡宾馆, 明圆宾馆, 柳州天成大酒店, 柳州汇兴源宾馆, 柳州庆兴宾馆, 柳州隆福旅馆"	"156, 32, 46, 100, 168, 61, 38, 61"
百香农庄漂流周边酒店	柳州	"柳城茂源商务宾馆, 柳城大酒店, 柳城游子王旅馆, 柳城美居宾馆, 柳城梦祥宾馆, 柳城鸿源商务宾馆, 柳州东方时尚宾馆, 柳城万福宾馆"	"118, 248, 49, 100, 68, 58, 113, 79"
天主教爱国会周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
刘贲墓周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
蟠龙山周边酒店	柳州	"山月宾馆(柳州柳邕店), 馨平宾馆(柳州航银路店), 柳州君祥民宿, 柳州大龙门宾馆, 柳州湘军宾馆, 柳州世冠大酒店, 柳州海上时尚宾馆, 柳州建兴旅社"	"49, 98, 51, 88, 46, 78, 101, 88"
翁义苗寨周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
白莲洞洞穴科学博物馆周边酒店	柳州	"柳州盛景商务酒店, 柳州明净宾馆, 柳州尊皇祥兴大酒店, 柳州唐女士特色民宿(柳石路分店)"	"149, 110, 88, 32"
九万山周边酒店	柳州	"柳州德明精品公寓(10号店), 山月宾馆(柳州柳邕店), 馨平宾馆(柳州航银路店), 柳州君祥民宿, 柳州大龙门宾馆, 柳州湘军宾馆, 柳州世冠大酒店, 柳州海上时尚宾馆"	"554, 49, 98, 51, 88, 46, 78, 101"
农工商农业周边酒店	柳州	"柳州建兴旅社, 柳州天恒宾馆, 柳州华都旅馆, 柳州聚缘商务宾馆, 雅吉酒店(柳州柳南万达店), 柳州五酱公寓(2号店), 柳州豪府酒店, 浙广商务酒店(柳州柳南万达店)"	"88, 50, 28, 50, 79, 208, 84, 169"
柳城崖山景区周边酒店	柳州	"柳城茂源商务宾馆, 柳城大酒店, 柳城游子王旅馆, 柳城美居宾馆, 柳城梦祥宾馆, 柳城鸿源商务宾馆, 柳州东方时尚宾馆, 柳城万福宾馆"	"118, 248, 49, 100, 68, 58, 113, 79"
柳州人周边酒店	柳州	"山月宾馆(柳州柳邕店), 馨平宾馆(柳州航银路店), 柳州君祥民宿, 柳州大龙门宾馆, 柳州湘军宾馆, 柳州世冠大酒店, 柳州海上时尚宾馆, 柳州建兴旅社"	"49, 98, 51, 88, 46, 78, 101, 88"
山水游艇会周边酒店	柳州	"维也纳国际酒店(柳州五星步行街店), 柳州优世佳青年旅馆, 52连锁酒店(柳州市中心五星步行街店), 柳州宜家静兰酒店, 柳州立早酒店, 柳州龙图腾客栈, 柳州千牛酒店, 52连锁酒店(柳州市中心五星青云店)"	"126, 59, 109, 112, 51, 50, 46, 39"
奇奇可可儿童乐园周边酒店	柳州	"柳州唐女士特色民宿(柳石路分店), 柳州悦享酒店, 柳州城南旅社, 柳州市银都宾馆, 柳州宝荣旅社, 柳州盛天宾馆, 柳州大龙门宾馆, 柳州湘军宾馆"	"32, 66, 50, 47, 60, 50, 88, 46"
柳钢宾馆恒温游泳馆周边酒店	柳州	"汉庭酒店(柳州八一路店), 柳州三通旅馆, 大城小寓公寓(柳州阳光100城中万达店), 柳州盛君宾馆, 城市便捷酒店(柳州万达广场店), 柳州海悦公寓, 柳州彩虹姐姐民宿, 柳州小时光青年旅舍碧桂苑分店"	"80, 28, 73, 49, 234, 278, 443, 178"
通灵大峡谷周边酒店	百色	靖西通灵山庄	138
鹅泉周边酒店	百色	"靖西旧州亲水民宿, 靖西旧州客栈, 旧州民宿(靖西西南巷店), 靖西山水一家人客栈, 靖西原生态住宿, 靖西佳合旅馆, 靖西鹅泉宾馆, 百色江滨农家乐"	"108, 138, 119, 158, 70, 50, 68, 60"
旧州周边酒店	百色	"靖西旧州亲水民宿, 靖西旧州客栈, 旧州民宿(靖西西南巷店), 靖西山水一家人客栈"	"108, 138, 119, 158"
大王岭漂流周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
澄碧湖周边酒店	百色	"百色春江商务宾馆, 百色天缘商务酒店, 百色虹雅旅馆, 城市便捷酒店(百色城北凤凰店), 百色豪门旅馆, 恒源大酒店（百色恒基广场店）, 柏曼酒店(百色恒基广场店), 百色万宁大酒店"	"49, 108, 38, 79, 39, 213, 91, 159"
大石围周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
大王岭周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
百色起义纪念馆周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
粤东会馆周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
红军岩通天河周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
穿洞天坑周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
岑氏古建筑群周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
起义纪念碑周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
纳灵洞周边酒店	百色	"城市便捷酒店(凌云体育馆店), 凌云锦江假日酒店, 凌云腾飞便捷宾馆, 凌云锦鸿宾馆, 凌云海天宾馆, 凌云东恒便捷宾馆, 凌云雲霄宾馆, 凌云金都宾馆"	"69, 71, 55, 51, 74, 58, 72, 240"
国家农业科技园区周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
起义烈士纪念碑周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
沙屯叠瀑周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
右江民族博物馆周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
黑衣壮风情园周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
纳灵河谷周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
敢沫岩周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
布洛陀芒果风情园周边酒店	百色	"百色速吧便捷酒店, 百色馨芳园宾馆, 百色080便捷酒店, 精途酒店(百色田阳明珠路店), 百色田阳星期八便捷宾馆, 百色轩逸酒店, 百色顺生宾馆, 百色田阳宾馆"	"48, 88, 54, 149, 50, 178, 48, 96"
黄猄洞天坑国家森林公园周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
福禄河瀑布群周边酒店	百色	黄金海岸酒店(陆川店)	74
江美德保矮马风情园周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
云台山周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
棋盘滩周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
福禄河周边酒店	百色	"百色朗东商务酒店, 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店, 百色凯旋宾馆, 百色好邻居便捷酒店"	"60, 50, 60, 69, 58, 67, 88, 129"
苹果铝工业基地周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
八仙山周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
凌云水源洞周边酒店	百色	"城市便捷酒店(凌云体育馆店), 凌云锦江假日酒店, 凌云腾飞便捷宾馆, 凌云锦鸿宾馆, 凌云海天宾馆, 凌云东恒便捷宾馆, 凌云雲霄宾馆, 凌云金都宾馆"	"69, 71, 55, 51, 74, 58, 72, 240"
十里莲塘周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
横山古寨周边酒店	百色	"百色朗东商务酒店, 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店, 百色凯旋宾馆, 百色好邻居便捷酒店"	"60, 50, 60, 69, 58, 67, 88, 129"
平果旧城八景周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
工农红军周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
江美保矮马风情园周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
坡嘎拉地下长城周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色维嘉宾馆, 百色维嘉商务宾馆, 百色恒悦主题宾馆, 百色和义精品酒店"	"60, 60, 183, 50, 68, 66, 60, 69"
爱布瀑布群周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
那坡老虎跳大峡谷漂流周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
吞力黑衣壮山寨周边酒店	百色	"百色景菲曼商务宾馆, 百色朗东商务酒店, 雅斯特酒店(百色火车站店), 百色润福宾馆福州街分店, 百色恒悦主题宾馆, 百色和义精品酒店, 百色金瑞宾馆, 百色华风商务酒店"	"60, 60, 183, 50, 60, 69, 58, 67"
